@relation BOOKKEEPER
@attribute Size numeric
@attribute LocTouched numeric
@attribute LocAdded numeric
@attribute MaxLocAdded numeric
@attribute AvgLocAdded numeric
@attribute nAuth numeric
@attribute nFix numeric
@attribute nR numeric
@attribute ChgSetSize numeric
@attribute Buggy {Si, No}
@data
339,44,22,20,11,1,0,2,65,No
672,508,483,168,53.67,3,0,9,227,No
292,98,69,45,17.25,3,0,4,110,No
65,8,7,7,7,1,0,1,2,No
1180,1300,1249,679,156.13,3,0,8,156,No
82,108,104,100,52,1,0,2,28,No
141,162,162,162,162,1,0,1,18,No
109,132,131,130,65.5,1,0,2,24,No
90,108,108,108,108,1,0,1,18,No
332,355,354,353,177,1,0,2,28,No
288,318,312,310,156,2,0,2,56,No
321,258,76,76,76,1,0,1,18,No
46,64,63,62,31.5,2,0,2,95,No
44,62,61,60,30.5,2,0,2,95,No
305,331,326,321,163,2,0,2,95,No
313,30,22,17,11,2,0,2,95,No
91,109,109,64,36.33,1,0,3,25,No
535,687,626,394,48.15,3,0,13,69,No
741,878,820,359,68.33,3,0,12,155,No
128,80,32,20,6.4,2,0,5,61,No
58,74,74,74,74,1,0,1,0,No
84,59,59,59,59,1,0,1,14,No
531,513,331,222,55.17,2,0,6,78,No
308,70,23,18,11.5,1,0,2,20,No
782,436,311,92,31.1,2,0,10,86,No
109,81,64,20,12.8,2,0,5,39,No
184,143,129,81,21.5,2,0,6,61,No
264,53,46,39,15.33,2,0,3,119,No
83,13,11,11,11,1,0,1,6,No
66,51,38,25,19,1,0,2,22,No
253,297,285,274,71.25,1,0,4,28,No
124,189,168,112,33.6,2,0,5,23,No
87,53,36,30,18,1,0,2,22,No
440,468,465,371,116.25,2,0,4,100,No
401,604,513,298,128.25,1,0,4,17,No
319,366,353,188,70.6,2,0,5,92,No
336,571,464,289,58,1,0,8,30,No
11,32,32,32,32,1,0,1,4,No
537,790,674,431,56.17,3,0,12,85,No
54,70,70,70,70,1,0,1,21,No
54,90,81,72,40.5,1,0,2,37,No
76,72,64,28,12.8,1,0,5,64,No
59,52,44,38,22,1,0,2,37,No
15,31,0,0,0,1,0,1,21,No
105,21,18,15,9,1,0,2,34,No
16,32,0,0,0,1,0,1,21,No
266,64,50,39,12.5,2,0,4,82,No
74,56,36,19,7.2,1,0,5,64,No
383,491,445,320,111.25,2,0,4,142,No
162,40,26,9,4.33,2,0,6,158,No
39,9,6,4,3,1,0,2,38,No
478,651,577,234,144.25,1,0,4,29,No
298,503,414,269,69,2,0,6,47,No
287,391,350,277,58.33,2,0,6,110,No
367,493,441,352,63,2,0,7,118,No
117,148,142,139,47.33,2,0,3,31,No
212,332,281,233,70.25,2,0,4,88,No
15,34,34,34,34,1,0,1,6,No
93,129,75,41,25,2,0,3,74,No
209,234,232,230,116,2,0,2,78,No
361,64,63,35,21,2,0,3,33,No
52,72,71,70,35.5,1,0,2,46,No
6,24,24,24,24,1,0,1,16,No
34,26,3,3,3,1,0,1,16,No
28,47,47,47,47,1,0,1,16,No
366,27,18,11,9,2,0,2,20,Si
249,31,25,17,8.33,3,0,3,106,Si
135,6,5,5,5,1,0,1,17,No
229,138,101,88,33.67,2,0,3,46,No
67,33,33,33,33,1,0,1,17,No
222,215,182,90,45.5,2,0,4,52,No
336,94,64,37,21.33,3,0,3,122,No
334,41,15,15,15,1,0,1,0,Si
676,161,153,50,25.5,3,0,6,40,No
20,6,6,6,6,1,0,1,4,No
440,21,14,14,14,1,0,1,18,No
296,110,74,36,18.5,1,0,4,30,No
45,66,65,64,32.5,2,0,2,95,No
189,214,211,208,105.5,2,0,2,95,No
78,5,2,1,1,2,0,2,95,No
22,11,2,2,2,1,0,1,5,No
26,44,44,44,44,1,0,1,17,No
85,66,53,27,13.25,2,0,4,67,No
539,37,33,31,16.5,2,0,2,49,No
139,25,10,7,5,2,0,2,44,No
81,31,19,18,9.5,2,0,2,43,No
188,5,4,4,4,1,0,1,38,No
110,42,42,33,21,2,0,2,9,No
33,22,10,10,10,1,0,1,30,No
140,156,156,156,156,1,0,1,30,No
167,183,183,139,91.5,1,0,2,43,No
35,54,54,54,54,1,0,1,30,No
141,160,160,160,160,1,0,1,30,No
201,225,222,198,55.5,2,0,4,59,No
34,50,50,50,50,1,0,1,30,No
606,624,624,621,312,1,0,2,38,No
56,34,24,24,24,1,0,1,30,No
70,92,92,92,92,1,0,1,30,No
268,284,284,261,142,1,0,2,54,No
353,371,371,371,371,1,0,1,30,No
31,47,47,47,47,1,0,1,30,No
95,30,17,17,17,1,0,1,30,No
340,370,364,308,91,1,0,4,56,No
261,1225,751,538,150.2,1,0,5,75,No
33,49,49,46,24.5,1,0,2,43,No
77,175,31,26,10.33,1,0,3,39,No
4,89,89,89,89,1,0,1,30,No
10,26,26,26,26,1,0,1,30,No
58,26,20,20,20,1,0,1,2,No
247,30,16,6,4,3,0,4,116,No
252,313,293,267,48.83,2,0,6,57,No
48,69,69,69,69,1,0,1,3,No
215,285,258,207,43,3,0,6,151,No
35,56,56,56,56,1,0,1,6,No
247,272,270,240,90,2,0,3,26,No
152,4,4,4,4,1,0,1,13,No
150,174,171,166,85.5,2,0,2,24,No
207,67,55,51,27.5,2,0,2,90,No
166,187,187,166,62.33,2,0,3,18,No
77,98,97,96,48.5,2,0,2,90,No
68,84,84,84,84,1,0,1,13,No
89,105,105,105,105,1,0,1,13,No
134,306,153,153,76.5,1,0,2,37,No
31,14,5,5,5,1,0,1,6,No
198,252,233,153,77.67,2,0,3,32,No
161,9,7,5,3.5,1,0,2,30,No
73,94,94,94,94,1,0,1,0,No
73,5,3,3,3,1,0,1,10,No
109,68,64,60,32,2,0,2,31,No
155,15,12,9,6,1,0,2,30,No
301,319,319,298,106.33,1,0,3,45,No
113,1177,653,622,217.67,1,0,3,45,No
33,49,49,49,49,1,0,1,24,No
78,100,99,94,49.5,1,0,2,25,No
116,10,9,9,9,1,0,1,24,No
54,70,70,70,70,1,0,1,24,No
414,442,436,431,109,2,0,4,135,No
724,128,71,28,17.75,2,0,4,67,No
284,51,43,30,10.75,2,0,4,135,No
59,2,0,0,0,1,0,1,1,No
198,214,214,214,214,1,0,1,15,No
61,79,79,79,79,1,0,1,15,No
9,25,25,25,25,1,0,1,15,No
68,84,84,84,84,1,0,1,15,No
18,34,34,34,34,1,0,1,15,No
17,33,33,33,33,1,0,1,15,No
88,104,104,104,104,1,0,1,15,No
156,172,172,172,172,1,0,1,15,No
52,70,70,70,70,1,0,1,15,No
138,154,154,154,154,1,0,1,15,No
65,81,81,81,81,1,0,1,15,No
82,98,98,98,98,1,0,1,15,No
325,341,341,341,341,1,0,1,15,No
43,59,59,59,59,1,0,1,15,No
112,131,131,131,131,1,0,1,15,No
632,676,662,649,165.5,2,0,4,103,No
145,97,22,19,11,2,0,2,105,No
90,27,22,20,7.33,3,0,3,105,No
46,7,4,3,2,2,0,2,105,No
32,55,55,55,55,1,0,1,28,No
152,30,24,23,12,2,0,2,37,No
123,27,18,14,6,3,0,3,114,No
238,31,24,13,6,2,0,4,124,No
253,53,25,15,6.25,2,0,4,123,No
231,7,4,2,2,2,0,2,105,No
190,4,2,1,1,2,0,2,105,No
75,2,2,2,2,1,0,1,28,No
33,52,52,52,52,1,0,1,0,No
274,52,14,9,7,2,0,2,78,No
419,12,12,12,12,1,0,1,7,No
92,114,114,81,57,1,0,2,2,No
292,146,122,111,40.67,2,0,3,30,No
61,22,9,9,9,1,0,1,3,No
78,12,4,4,4,1,0,1,3,No
321,56,26,26,26,1,0,1,3,No
320,1024,683,333,136.6,2,0,5,96,No
68,5,3,3,3,1,0,1,0,No
46,4,2,1,1,1,0,2,6,No
361,427,402,363,134,1,0,3,26,No
365,385,384,378,192,1,0,2,21,No
88,16,13,7,6.5,1,0,2,21,No
-24,47,46,45,23,1,0,2,22,No
86,104,103,102,51.5,1,0,2,78,No
61,84,82,80,41,2,0,2,79,No
583,901,751,691,375.5,2,0,2,29,No
122,140,140,140,140,1,0,1,3,No
848,866,866,866,866,1,0,1,3,No
337,221,214,139,71.33,2,0,3,83,No
136,4,2,2,2,1,0,1,11,No
27,4,4,4,4,1,0,1,11,No
40,4,2,2,2,1,0,1,11,No
64,9,4,4,4,1,0,1,11,No
30,2,1,1,1,1,0,1,11,No
87,20,19,19,19,1,0,1,11,No
16,35,35,35,35,1,0,1,9,No
20,36,36,36,36,1,0,1,9,No
20,36,36,36,36,1,0,1,9,No
20,36,36,36,36,1,0,1,9,No
29,51,51,51,51,1,0,1,21,No
74,108,108,108,108,1,0,1,21,No
113,5,2,2,2,1,0,1,21,No
253,76,62,41,31,1,0,2,7,No
108,127,0,0,0,1,0,1,7,No
94,2,1,1,1,1,0,1,77,No
224,4,2,2,2,1,0,1,77,No
238,6,3,3,3,1,0,1,77,No
77,4,2,2,2,1,0,1,77,No
164,2,1,1,1,1,0,1,77,No
97,2,1,1,1,1,0,1,77,No
48,4,2,2,2,1,0,1,77,No
145,4,2,2,2,1,0,1,77,No
53,2,1,1,1,1,0,1,77,No
25,2,1,1,1,1,0,1,77,No
88,16,8,8,8,1,0,1,77,No
38,4,2,2,2,1,0,1,77,No
100,6,3,3,3,1,0,1,77,No
31,2,1,1,1,1,0,1,77,No
15,34,34,34,34,1,0,1,13,No
181,298,248,194,82.67,2,0,3,20,No
396,418,418,418,418,1,0,1,2,No
14,35,35,35,35,1,0,1,11,No
251,317,295,276,147.5,2,0,2,16,No
132,41,14,10,7,2,0,2,11,No
11,27,27,27,27,1,0,1,5,No
38,17,17,17,17,1,0,1,5,No
74,5,5,5,5,1,0,1,2,No
281,351,324,197,162,2,0,2,4,No
39,59,59,59,59,1,0,1,8,No
80,99,99,99,99,1,0,1,8,No
176,46,35,35,35,1,0,1,2,No
227,16,14,8,7,2,0,2,40,Si
287,39,21,21,10.5,2,0,2,40,No
457,476,476,476,476,1,0,1,146,No
59,77,77,77,77,1,0,1,146,No
51,69,69,69,69,1,0,1,146,No
86,104,104,104,104,1,0,1,146,No
97,115,115,115,115,1,0,1,146,No
384,421,421,421,421,1,0,1,146,No
42,61,61,61,61,1,0,1,146,No
1986,2033,2021,2009,1010.5,2,0,2,186,No
122,179,179,179,179,1,0,1,146,No
79,106,106,106,106,1,0,1,146,No
15,33,33,33,33,1,0,1,146,No
639,657,657,657,657,1,0,1,146,No
277,295,295,295,295,1,0,1,146,No
854,872,872,872,872,1,0,1,146,No
426,444,444,444,444,1,0,1,146,No
149,168,168,168,168,1,0,1,146,No
730,752,752,752,752,1,0,1,146,No
117,135,135,135,135,1,0,1,146,No
1124,1126,1126,1126,1126,1,0,1,146,No
143,163,163,163,163,1,0,1,146,No
166,184,184,184,184,1,0,1,146,No
33,51,51,51,51,1,0,1,146,No
7,25,25,25,25,1,0,1,146,No
161,180,180,180,180,1,0,1,146,No
46,64,64,64,64,1,0,1,146,No
82,101,101,101,101,1,0,1,146,No
494,512,512,512,512,1,0,1,146,No
169,187,187,187,187,1,0,1,146,No
38,56,56,56,56,1,0,1,146,No
21,39,39,39,39,1,0,1,146,No
243,261,261,261,261,1,0,1,146,No
55,73,73,73,73,1,0,1,146,No
47,65,65,65,65,1,0,1,146,No
311,329,329,329,329,1,0,1,146,No
45,64,64,64,64,1,0,1,146,No
144,164,164,164,164,1,0,1,146,No
598,628,626,621,313,2,0,2,184,No
56,74,74,74,74,1,0,1,146,No
99,117,117,117,117,1,0,1,146,No
66,84,84,84,84,1,0,1,146,No
208,228,227,226,113.5,2,0,2,186,No
58,76,76,76,76,1,0,1,146,No
304,323,323,323,323,1,0,1,146,No
135,153,153,153,153,1,0,1,146,No
213,250,250,250,250,1,0,1,146,No
58,73,73,73,73,1,0,1,146,No
69,84,84,84,84,1,0,1,146,No
44,61,61,61,61,1,0,1,146,No
919,936,936,936,936,1,0,1,146,No
61,76,76,76,76,1,0,1,146,No
148,165,165,165,165,1,0,1,146,No
487,504,504,504,504,1,0,1,146,No
94,109,109,109,109,1,0,1,146,No
62,77,77,77,77,1,0,1,146,No
60,75,75,75,75,1,0,1,146,No
184,204,204,204,204,1,0,1,146,No
112,127,127,127,127,1,0,1,146,No
133,148,148,148,148,1,0,1,146,No
154,169,169,169,169,1,0,1,146,No
142,157,157,157,157,1,0,1,146,No
81,96,96,96,96,1,0,1,146,No
11,26,26,26,26,1,0,1,146,No
72,87,87,87,87,1,0,1,146,No
23,38,38,38,38,1,0,1,146,No
263,281,281,281,281,1,0,1,146,No
365,380,380,380,380,1,0,1,146,No
324,339,339,339,339,1,0,1,146,No
219,234,234,234,234,1,0,1,146,No
224,239,239,239,239,1,0,1,146,No
92,107,107,107,107,1,0,1,146,No
157,174,174,174,174,1,0,1,146,No
86,101,101,101,101,1,0,1,146,No
161,176,176,176,176,1,0,1,146,No
195,212,212,212,212,1,0,1,146,No
18,33,33,33,33,1,0,1,146,No
80,95,95,95,95,1,0,1,146,No
99,116,116,116,116,1,0,1,146,No
13,28,28,28,28,1,0,1,146,No
31,46,46,46,46,1,0,1,146,No
21,36,36,36,36,1,0,1,146,No
677,0,0,0,0,1,0,1,146,No
145,164,164,164,164,1,0,1,146,No
178,193,193,193,193,1,0,1,146,No
126,145,145,145,145,1,0,1,146,No
134,151,151,151,151,1,0,1,146,No
76,91,91,91,91,1,0,1,146,No
105,129,129,129,129,1,0,1,146,No
110,138,138,138,138,1,0,1,146,No
207,222,222,222,222,1,0,1,146,No
83,98,98,98,98,1,0,1,146,No
111,127,127,127,127,1,0,1,146,No
61,79,78,77,39,2,0,2,184,No
155,171,171,171,171,1,0,1,146,No
192,212,212,212,212,1,0,1,146,No
69,88,88,88,88,1,0,1,146,No
122,139,139,139,139,1,0,1,146,No
110,125,125,125,125,1,0,1,146,No
63,78,78,78,78,1,0,1,146,No
34,50,50,50,50,1,0,1,146,No
47,63,63,63,63,1,0,1,146,No
63,79,79,79,79,1,0,1,146,No
21,37,37,37,37,1,0,1,146,No
163,181,181,181,181,1,0,1,146,No
32,47,47,47,47,1,0,1,146,No
40,56,56,56,56,1,0,1,146,No
22,38,38,38,38,1,0,1,146,No
222,237,237,237,237,1,0,1,146,No
258,273,273,273,273,1,0,1,146,No
101,116,116,116,116,1,0,1,146,No
20,35,35,35,35,1,0,1,146,No
114,129,129,129,129,1,0,1,146,No
244,261,261,261,261,1,0,1,146,No
56,71,71,71,71,1,0,1,146,No
47,62,62,62,62,1,0,1,146,No
57,72,72,72,72,1,0,1,146,No
58,73,73,73,73,1,0,1,146,No
130,145,145,143,72.5,2,0,2,184,No
397,413,413,413,413,1,0,1,146,No
291,322,322,322,322,1,0,1,146,No
199,214,214,214,214,1,0,1,146,No
177,192,192,192,192,1,0,1,146,No
611,628,628,628,628,1,0,1,146,No
241,256,256,256,256,1,0,1,146,No
104,119,119,119,119,1,0,1,146,No
56,73,73,73,73,1,0,1,146,No
326,340,340,340,340,1,0,1,146,No
226,241,241,241,241,1,0,1,146,No
36,54,54,54,54,1,0,1,146,No
12,27,27,27,27,1,0,1,146,No
51,66,66,66,66,1,0,1,146,No
92,107,107,107,107,1,0,1,146,No
139,157,157,157,157,1,0,1,146,No
285,300,300,300,300,1,0,1,146,No
144,161,161,161,161,1,0,1,146,No
105,120,120,120,120,1,0,1,146,No
71,86,86,86,86,1,0,1,146,No
67,82,82,82,82,1,0,1,146,No
12,29,29,29,29,1,0,1,146,No
244,267,267,267,267,1,0,1,146,No
72,87,87,87,87,1,0,1,146,No
62,77,77,77,77,1,0,1,146,No
25,40,40,40,40,1,0,1,146,No
77,95,95,95,95,1,0,1,146,No
319,337,337,337,337,1,0,1,146,No
358,376,376,376,376,1,0,1,146,No
29,46,46,46,46,1,0,1,146,No
382,399,399,399,399,1,0,1,146,No
579,46,45,33,15,2,0,3,50,No
931,351,211,199,70.33,1,0,3,12,Si
255,6,4,4,4,1,0,1,40,Si
442,8,5,5,5,1,0,1,40,Si
122,9,5,5,5,1,0,1,40,No
335,3,2,2,2,1,0,1,40,No
1226,12,9,8,4.5,2,0,2,40,Si
138,5,4,4,4,1,0,1,40,No
231,14,8,8,8,1,0,1,40,No
528,8,5,5,5,1,0,1,40,Si
333,10,9,6,4.5,2,0,2,42,Si
368,4,3,3,3,1,0,1,40,No
138,4,3,3,3,1,0,1,40,Si
901,35,15,11,5,2,0,3,43,Si
771,20,17,12,8.5,1,0,2,42,Si
957,9,5,5,5,1,0,1,40,Si
475,48,38,33,19,2,0,2,43,Si
70,4,3,3,3,1,0,1,40,No
297,7,4,3,2,2,0,2,78,Si
677,21,11,5,2.75,3,0,4,78,Si
535,2,1,1,1,1,0,1,40,No
140,4,3,3,3,1,0,1,40,No
255,4,3,3,3,1,0,1,40,Si
334,298,15,10,7.5,2,0,2,50,Si
671,196,80,79,26.67,2,0,3,84,Si
637,16,9,9,9,1,0,1,40,No
246,6,4,4,4,1,0,1,40,No
76,3,3,3,3,1,0,1,40,No
203,2,2,2,2,1,0,1,40,No
532,5,3,3,3,1,0,1,40,No
1020,11,8,6,4,2,0,2,78,No
309,3,2,2,2,1,0,1,40,No
78,3,2,2,2,1,0,1,40,No
146,5,3,3,3,1,0,1,40,No
849,11,6,6,6,1,0,1,40,No
824,19,10,6,5,2,0,2,78,No
1237,3,2,2,2,1,0,1,40,No
475,4,3,3,3,1,0,1,40,No
788,10,8,8,8,1,0,1,40,No
290,8,5,5,5,1,0,1,40,No
324,13,8,6,4,2,0,2,51,No
66,11,2,2,1,2,0,2,12,No
35,5,0,0,0,1,0,1,2,No
89,49,0,0,0,1,0,1,2,No
168,193,191,189,95.5,2,0,2,16,No
175,212,203,118,101.5,2,0,2,16,No
322,204,187,158,93.5,2,0,2,16,No
283,308,306,303,153,2,0,2,16,No
539,558,0,0,0,1,0,1,10,No
28,57,52,40,26,2,0,2,16,No
265,9,6,6,6,1,0,1,10,Si
89,3,1,1,0.5,2,0,2,48,No
46,65,0,0,0,1,0,1,10,No
359,2,2,2,2,1,0,1,2,Si
436,2,1,1,1,1,0,1,1,Si
24,43,43,43,43,1,0,1,1,Si
165,2,1,1,1,1,0,1,0,Si
963,55,54,54,54,1,0,1,2,Si
297,7,6,5,3,2,0,2,40,No
301,3,3,3,3,1,0,1,0,No
188,33,20,15,10,2,0,2,38,No
485,9,8,6,4,1,0,2,40,No
338,2,2,2,2,1,0,1,2,Si
299,48,48,48,48,1,0,1,2,No
83,23,6,6,6,1,0,1,6,No
144,58,36,36,36,1,0,1,3,Si
336,37,20,20,20,1,0,1,3,Si
398,69,65,65,65,1,0,1,3,Si
509,2,1,1,1,1,0,1,11,No
250,112,87,87,87,1,0,1,11,No
333,3,2,2,2,1,0,1,11,No
64,8,8,8,8,1,0,1,11,No
42,3,2,2,2,1,0,1,11,No
282,5,3,3,3,1,0,1,11,No
48,2,1,1,1,1,0,1,11,No
341,38,37,37,37,1,0,1,11,No
360,51,49,49,49,1,0,1,11,No
202,36,36,36,36,1,0,1,1,Si
283,2,1,1,1,1,0,1,38,Si
236,10,6,6,6,1,0,1,38,No
320,8,4,4,4,1,0,1,38,Si
129,4,2,2,2,1,0,1,38,No
307,1,1,1,1,1,0,1,38,No
129,1,1,1,1,1,0,1,38,No
125,5,4,4,4,1,0,1,38,No
132,10,8,8,8,1,0,1,38,No
403,1,1,1,1,1,0,1,38,No
266,4,1,1,1,1,0,1,38,No
86,15,9,9,9,1,0,1,38,No
85,4,2,2,2,1,0,1,38,No
139,6,3,3,3,1,0,1,38,No
70,7,5,5,5,1,0,1,38,No
101,2,1,1,1,1,0,1,38,No
691,41,30,30,30,1,0,1,38,No
422,32,20,20,20,1,0,1,38,No
1189,13,11,11,11,1,0,1,38,No
399,32,24,24,24,1,0,1,38,No
762,84,61,61,61,1,0,1,38,No
272,16,12,12,12,1,0,1,38,No
260,13,10,10,10,1,0,1,38,Si
236,13,9,9,9,1,0,1,38,No
194,10,7,7,7,1,0,1,38,No
341,31,19,6,3.8,3,0,5,26,Si
38,60,60,60,60,1,0,1,1,No
74,28,14,14,14,1,1,1,8,Si
282,29,14,10,7,1,2,2,10,Si
143,47,30,27,10,1,1,3,18,Si
467,99,65,40,13,2,2,5,34,Si
161,25,8,8,8,1,1,1,8,Si
589,18,12,6,4,2,1,3,26,Si
81,9,6,6,6,1,1,1,8,Si
251,108,101,55,50.5,1,2,2,10,Si
68,3,2,2,2,1,1,1,8,Si
701,122,76,41,19,2,1,4,12,Si
1004,145,96,46,19.2,1,1,5,39,Si
510,85,60,34,20,2,1,3,20,Si
171,23,18,11,9,1,0,2,14,Si
209,8,4,4,4,1,0,1,4,Si
179,201,199,157,99.5,2,0,2,5,Si
1132,360,133,65,16.63,3,0,8,45,Si
991,50,39,29,13,2,0,3,12,Si
65,83,83,83,83,1,0,1,12,No
613,143,114,113,57,2,0,2,21,Si
338,73,39,39,39,1,0,1,12,No
557,10,6,3,2,2,0,3,31,Si
237,142,107,106,53.5,2,0,2,21,Si
575,230,122,104,24.4,2,0,5,37,Si
96,19,14,14,14,1,0,1,12,No
63,83,83,83,83,1,0,1,12,No
18,6,5,5,5,1,0,1,12,No
276,2,2,2,2,1,0,1,12,Si
147,26,21,18,10.5,2,0,2,18,No
136,12,12,12,12,1,0,1,2,No
722,138,121,64,30.25,3,0,4,44,Si
220,20,20,20,20,1,0,1,2,No
377,9,4,4,4,1,0,1,0,No
157,350,271,192,90.33,2,0,3,12,No
132,4,2,2,2,1,0,1,2,No
856,93,89,63,29.67,1,1,3,14,Si
96,111,111,111,111,1,0,1,1,No
401,52,43,23,14.33,2,1,3,31,Si
319,26,23,23,23,1,0,1,6,Si
741,18,9,9,9,1,0,1,6,No
580,47,45,41,15,2,1,3,31,Si
255,27,22,22,22,1,0,1,6,No
1046,222,127,127,127,1,0,1,6,No
297,126,63,35,31.5,1,1,2,33,Si
76,94,94,94,94,1,0,1,22,No
71,90,90,90,90,1,0,1,22,No
116,3,2,2,2,1,0,1,22,No
553,581,577,572,288.5,2,0,2,23,No
219,9,5,5,5,1,0,1,22,No
327,32,31,31,31,1,0,1,22,No
26,47,47,47,47,1,0,1,22,No
113,142,142,142,142,1,0,1,22,No
130,152,152,152,152,1,0,1,22,No
12,31,31,31,31,1,0,1,22,No
40,60,60,60,60,1,0,1,22,No
44,60,60,60,60,1,0,1,22,No
851,876,876,876,876,1,0,1,22,No
37,61,61,61,61,1,0,1,22,No
167,185,185,185,185,1,0,1,22,No
235,264,264,264,264,1,0,1,22,No
655,677,677,677,677,1,0,1,22,No
398,2,1,1,1,1,1,1,22,Si
263,293,286,254,95.33,2,0,3,28,No
62,80,80,80,80,1,0,1,22,No
763,86,86,61,43,2,0,2,18,Si
535,14,7,4,3.5,2,0,2,18,Si
164,22,9,8,4.5,2,0,2,23,No
247,1,1,1,1,1,0,1,14,No
333,356,356,356,356,1,0,1,14,No
440,2,1,1,1,1,0,1,14,No
267,191,183,97,45.75,3,1,4,30,Si
266,27,3,3,1.5,2,1,2,25,Si
396,2,1,1,1,1,0,1,14,No
511,51,16,16,16,1,0,1,14,No
250,31,30,26,10,2,0,3,11,No
52,73,72,71,36,1,0,2,6,Si
382,117,117,48,39,2,0,3,6,Si
251,4,1,1,1,1,0,1,1,Si
349,31,22,17,11,1,1,2,10,Si
176,46,42,36,21,2,0,2,6,Si
33,7,5,5,5,1,0,1,2,Si
847,57,37,35,18.5,2,0,2,14,Si
364,19,9,9,9,1,0,1,0,Si
904,37,20,15,6.67,2,0,3,11,Si
321,340,340,340,340,1,0,1,1,No
169,15,14,14,14,1,0,1,4,No
116,132,132,132,132,1,0,1,4,No
963,33,28,28,28,1,0,1,1,Si
357,170,150,150,150,1,0,1,1,Si
375,17,3,2,1.5,1,1,2,6,Si
77,4,2,2,2,1,0,1,5,No
691,2,1,1,1,1,0,1,5,No
282,4,2,2,2,1,0,1,5,No
435,76,76,76,76,1,0,1,1,Si
970,39,39,39,39,1,0,1,2,Si
340,16,9,4,3,2,1,3,20,Si
9,27,27,27,27,1,1,1,11,Si
492,67,37,33,18.5,1,1,2,17,Si
300,3,1,1,1,1,1,1,11,Si
253,3,2,1,1,2,1,2,20,Si
87,39,39,39,39,1,1,1,11,Si
139,10,10,10,10,1,1,1,11,Si
236,92,53,53,53,1,0,1,4,Si
82,4,2,2,2,1,0,1,10,No
264,15,12,11,6,2,0,2,24,No
288,5,5,5,5,1,0,1,10,No
330,30,28,28,28,1,0,1,6,Si
144,4,2,2,2,1,1,1,6,Si
78,25,25,25,25,1,0,1,6,Si
190,2,2,2,2,1,1,1,0,Si
197,2,1,1,1,1,0,1,14,No
327,8,7,7,7,1,0,1,14,No
130,26,23,23,23,1,0,1,14,No
224,2,1,1,1,1,0,1,14,No
96,2,1,1,1,1,0,1,14,No
108,7,5,5,5,1,0,1,14,No
90,2,1,1,1,1,0,1,14,No
519,20,15,15,15,1,0,1,14,No
166,11,8,8,8,1,0,1,14,No
