@relation AVRO
@attribute Size numeric
@attribute LocTouched numeric
@attribute LocAdded numeric
@attribute MaxLocAdded numeric
@attribute AvgLocAdded numeric
@attribute nAuth numeric
@attribute nFix numeric
@attribute nR numeric
@attribute ChgSetSize numeric
@attribute Buggy {Si, No}
@data
157,7,7,7,7,1,1,1,1,Si
253,29,29,29,29,1,1,1,1,Si
1292,42,35,19,17.5,1,0,2,1,Si
160,5,4,4,4,1,0,1,8,No
32,49,49,49,49,1,0,1,8,No
137,5,5,5,5,1,0,1,8,No
67,23,13,13,13,1,0,1,8,No
26,43,43,43,43,1,0,1,8,No
230,247,247,247,247,1,0,1,8,No
18,36,36,36,36,1,0,1,8,No
62,3,2,2,2,1,0,1,8,No
96,112,112,112,112,1,0,1,8,No
85,102,102,102,102,1,0,1,4,No
371,389,389,389,389,1,0,1,4,No
113,44,32,32,32,1,0,1,4,Si
32,49,49,49,49,1,0,1,4,No
150,167,167,167,167,1,0,1,4,No
526,40,28,28,28,1,1,1,1,Si
111,40,40,40,40,1,1,1,1,Si
120,53,46,46,46,1,0,1,1,No
202,21,17,17,17,1,0,1,1,No
192,6,1,1,1,1,0,1,6,No
229,16,13,13,13,1,0,1,6,No
604,14,10,10,10,1,0,1,6,No
253,18,17,17,17,1,0,1,6,No
232,9,7,7,7,1,0,1,6,No
195,12,12,12,12,1,0,1,6,No
114,18,13,13,13,1,0,1,6,No
711,18,17,17,17,1,0,1,1,Si
542,28,22,17,11,2,1,2,9,Si
364,38,12,12,12,1,0,1,8,No
185,9,1,1,1,1,0,1,8,No
460,51,49,49,49,1,0,1,8,No
121,33,10,10,10,1,0,1,8,No
90,13,0,0,0,1,0,1,8,No
177,2,1,1,1,1,0,1,8,No
89,13,10,10,10,1,0,1,8,No
551,25,19,19,19,1,0,1,8,No
116,2,1,1,1,1,0,1,13,No
60,14,8,8,8,1,0,1,13,No
100,21,15,8,7.5,2,0,2,16,No
101,2,1,1,1,1,0,1,13,No
25,2,1,1,1,1,0,1,13,No
77,2,1,1,1,1,0,1,13,No
28,2,1,1,1,1,0,1,13,No
47,23,22,21,11,2,0,2,14,No
129,2,1,1,1,1,0,1,13,No
31,2,1,1,1,1,0,1,13,No
205,6,5,4,2.5,2,0,2,16,No
31,2,1,1,1,1,0,1,13,No
60,2,1,1,1,1,0,1,13,No
184,3,1,1,1,1,0,1,13,No
321,14,14,14,14,1,0,1,1,No
63,4,4,4,4,1,0,1,1,No
1297,9,7,4,3.5,2,3,2,2,Si
752,53,47,28,15.67,2,3,3,6,Si
452,17,12,8,6,2,1,2,2,Si
365,261,104,102,52,2,1,2,4,Si
249,277,277,277,277,1,0,1,4,No
262,38,20,20,20,1,0,1,4,No
69,85,85,85,85,1,0,1,4,No
347,6,3,2,1.5,1,1,2,3,Si
85,1,1,1,1,1,0,1,3,No
98,115,115,115,115,1,0,1,3,No
-5,109,109,109,109,1,0,1,3,No
150,29,21,21,21,1,0,1,2,No
194,110,104,104,104,1,0,1,2,No
127,2,1,1,1,1,0,1,2,No
232,13,13,13,13,1,1,1,2,Si
195,6,3,3,3,1,1,1,2,Si
36,53,53,53,53,1,0,1,4,No
125,23,18,15,9,1,1,2,5,Si
100,11,8,5,4,1,1,2,5,Si
159,9,5,5,5,1,0,1,4,No
100,13,4,4,4,1,0,1,4,No
189,31,30,30,30,1,0,1,4,No
204,221,221,221,221,1,0,1,4,No
67,2,1,1,1,1,0,1,4,No
62,2,1,1,1,1,0,1,4,No
258,9,7,7,7,1,0,1,4,No
94,6,6,6,6,1,0,1,1,No
180,8,4,4,4,1,1,1,1,Si
414,28,28,28,28,1,1,1,1,Si
128,19,18,18,18,1,1,1,1,Si
254,29,25,23,12.5,1,0,2,3,No
231,11,11,11,11,1,0,1,3,No
11,0,0,0,0,1,0,1,231,No
11,0,0,0,0,1,0,1,231,No
414,0,0,0,0,1,0,1,231,No
1305,14,11,5,2.75,2,1,4,294,Si
8,0,0,0,0,1,0,1,231,No
30,0,0,0,0,1,0,1,231,No
59,0,0,0,0,1,0,1,231,No
22,4,3,3,1.5,2,0,2,233,No
227,50,44,33,11,2,1,4,270,Si
210,8,7,7,3.5,2,0,2,266,No
344,65,44,36,11,2,0,4,312,No
352,35,20,18,6.67,2,0,3,277,Si
120,0,0,0,0,1,0,1,231,No
32,0,0,0,0,1,0,1,231,No
68,0,0,0,0,1,0,1,231,No
47,0,0,0,0,1,0,1,231,No
19,0,0,0,0,1,0,1,231,No
20,3,2,2,1,2,1,2,232,Si
15,0,0,0,0,1,0,1,231,No
9,0,0,0,0,1,0,1,231,No
643,121,111,47,22.2,2,2,5,258,Si
381,47,32,16,6.4,2,1,5,286,Si
189,8,6,5,2,2,0,3,251,No
7,2,1,1,0.5,2,0,2,250,No
7,2,1,1,0.5,2,0,2,250,No
10,0,0,0,0,1,0,1,231,No
13,0,0,0,0,1,0,1,231,No
411,142,138,125,34.5,2,0,4,312,No
946,133,61,53,20.33,2,0,3,266,No
96,241,51,50,17,1,0,3,336,No
529,227,81,80,27,2,0,3,309,No
19,0,0,0,0,1,0,1,231,No
17,0,0,0,0,1,0,1,231,No
244,26,8,4,2,2,0,4,315,No
292,280,182,177,45.5,2,0,4,315,No
181,9,5,3,1.67,2,0,3,328,No
249,13,6,6,2,2,0,3,280,No
443,89,64,58,21.33,2,0,3,272,No
268,75,60,56,20,2,0,3,309,No
59,4,3,3,1.5,2,0,2,266,No
52,0,0,0,0,1,0,1,231,No
238,22,14,14,7,2,0,2,266,No
221,34,22,15,7.33,2,0,3,272,No
191,47,25,20,6.25,2,0,4,315,No
80,0,0,0,0,1,0,1,231,No
172,0,0,0,0,1,0,1,231,No
457,23,14,10,4.67,2,0,3,293,No
75,0,0,0,0,1,0,1,231,No
530,0,0,0,0,1,0,1,231,Si
118,2,1,1,0.5,2,0,2,250,No
23,0,0,0,0,1,0,1,231,No
69,0,0,0,0,1,0,1,231,No
88,0,0,0,0,1,0,1,231,No
58,0,0,0,0,1,0,1,231,No
14,0,0,0,0,1,0,1,231,No
461,3,2,1,0.67,2,1,3,302,Si
121,0,0,0,0,1,0,1,231,No
92,8,5,4,1.67,2,1,3,259,Si
14,0,0,0,0,1,0,1,231,No
17,0,0,0,0,1,0,1,231,No
17,0,0,0,0,1,0,1,231,No
185,8,8,7,2.67,2,1,3,255,Si
89,0,0,0,0,1,0,1,231,No
40,4,3,3,1.5,2,1,2,233,Si
26,2,1,1,0.5,1,0,2,293,No
10,2,1,1,0.5,2,0,2,250,No
8,0,0,0,0,1,0,1,231,No
36,0,0,0,0,1,0,1,231,No
32,0,0,0,0,1,0,1,231,No
114,16,8,8,4,1,0,2,274,No
138,0,0,0,0,1,0,1,231,No
4,0,0,0,0,1,0,1,231,No
15,0,0,0,0,1,0,1,231,No
35,0,0,0,0,1,0,1,231,No
31,0,0,0,0,1,0,1,231,No
64,10,6,6,3,1,0,2,274,No
125,5,3,3,1.5,2,0,2,250,No
247,69,29,24,9.67,2,0,3,238,Si
160,0,0,0,0,1,0,1,231,No
47,0,0,0,0,1,0,1,231,No
63,0,0,0,0,1,0,1,231,No
169,0,0,0,0,1,0,1,231,No
554,23,13,9,4.33,2,0,3,309,Si
42,0,0,0,0,1,0,1,231,No
258,136,133,58,22.17,2,1,6,298,Si
36,7,4,2,1.33,2,0,3,309,No
1274,1461,1051,837,210.2,2,0,5,309,No
416,54,30,23,7.5,2,0,4,371,No
461,6,4,3,1.33,2,0,3,309,No
140,6,4,3,1.33,2,0,3,309,No
85,64,55,55,27.5,1,0,2,274,No
195,2,1,1,0.5,2,0,2,266,No
177,0,0,0,0,1,0,1,231,Si
837,11,6,5,2,2,0,3,309,No
79,8,5,5,2.5,1,0,2,274,No
16,0,0,0,0,1,0,1,231,No
62,0,0,0,0,1,0,1,231,No
11,0,0,0,0,1,0,1,231,No
449,90,87,87,87,1,0,1,231,No
130,2,1,1,1,1,0,1,231,No
56,0,0,0,0,1,0,1,231,No
39,0,0,0,0,1,0,1,231,No
62,0,0,0,0,1,0,1,231,No
68,0,0,0,0,1,0,1,231,No
93,42,40,40,20,2,2,2,232,Si
94,0,0,0,0,1,0,1,231,No
36,0,0,0,0,1,0,1,231,No
35,0,0,0,0,1,0,1,231,No
137,8,6,6,3,2,1,2,238,Si
252,10,8,6,2.67,2,1,3,238,Si
165,0,0,0,0,1,0,1,231,No
191,42,31,31,15.5,2,1,2,235,Si
55,0,0,0,0,1,0,1,231,No
268,42,28,13,4,2,3,7,378,Si
241,48,29,10,3.63,2,4,8,388,Si
38,0,0,0,0,1,0,1,231,No
85,0,0,0,0,1,0,1,231,No
372,1,1,1,0.5,1,0,2,293,No
18,0,0,0,0,1,0,1,231,No
126,5,3,1,0.75,2,0,4,293,No
100,0,0,0,0,1,0,1,231,No
54,0,0,0,0,1,0,1,231,No
34,0,0,0,0,1,0,1,231,No
242,0,0,0,0,1,0,1,231,No
35,0,0,0,0,1,0,1,231,No
28,0,0,0,0,1,0,1,231,No
203,0,0,0,0,1,0,1,231,No
31,0,0,0,0,1,0,1,231,No
223,4,4,4,4,1,0,1,231,No
57,0,0,0,0,1,0,1,231,No
338,0,0,0,0,1,0,1,231,No
56,0,0,0,0,1,0,1,231,No
156,3,1,1,1,1,0,1,231,No
35,0,0,0,0,1,0,1,231,No
32,0,0,0,0,1,0,1,231,No
223,0,0,0,0,1,0,1,231,No
238,7,4,4,2,1,0,2,293,No
266,0,0,0,0,1,0,1,231,No
120,0,0,0,0,1,0,1,231,No
346,6,3,3,1.5,1,0,2,293,No
56,0,0,0,0,1,0,1,231,No
203,0,0,0,0,1,0,1,231,No
60,0,0,0,0,1,0,1,231,No
43,0,0,0,0,1,0,1,231,No
100,0,0,0,0,1,0,1,231,No
86,2,1,1,0.33,2,1,3,237,Si
15,32,32,32,32,1,0,1,231,No
164,0,0,0,0,1,0,1,231,No
125,146,144,141,72,2,0,2,250,No
8,0,0,0,0,1,0,1,231,No
101,4,2,2,1,1,0,2,293,No
246,17,11,6,3.67,2,0,3,293,No
25,4,2,2,1,1,0,2,293,No
76,5,2,2,1,1,0,2,293,No
32,36,20,19,6.67,2,1,3,300,Si
203,15,9,4,2.25,2,1,4,318,Si
28,2,1,1,0.5,1,0,2,293,No
76,61,45,21,9,2,3,5,306,Si
71,2,1,1,1,1,0,1,231,No
131,6,4,2,1.33,2,1,3,299,Si
31,4,2,2,1,1,0,2,293,No
318,139,126,71,21,2,4,6,315,Si
32,29,15,15,7.5,2,1,2,238,Si
812,139,100,52,16.67,2,1,6,391,Si
51,9,6,3,2,2,1,3,300,Si
62,16,9,7,3,2,1,3,300,Si
32,2,1,1,0.5,1,0,2,293,No
150,2,1,1,0.5,1,0,2,293,No
18,0,0,0,0,1,0,1,231,No
83,6,3,3,1.5,1,0,2,293,No
126,0,0,0,0,1,0,1,231,No
202,6,3,3,1.5,1,0,2,293,No
64,0,0,0,0,1,0,1,231,No
22,0,0,0,0,1,0,1,231,No
422,6,3,3,1.5,1,0,2,293,No
242,6,3,3,1.5,1,0,2,293,No
165,2,1,1,0.5,1,0,2,293,No
208,4,1,1,1,1,0,1,231,No
263,0,0,0,0,1,0,1,231,No
16,0,0,0,0,1,0,1,231,No
101,25,13,12,4.33,2,1,3,293,Si
88,0,0,0,0,1,0,1,231,No
60,0,0,0,0,1,0,1,231,No
30,0,0,0,0,1,0,1,231,No
249,0,0,0,0,1,0,1,231,No
261,5,2,1,1,2,1,2,233,Si
68,11,8,8,2.67,1,0,3,336,No
69,0,0,0,0,1,0,1,231,No
11,0,0,0,0,1,0,1,231,No
38,0,0,0,0,1,0,1,231,No
170,20,20,20,10,2,1,2,240,Si
11,3,3,3,1.5,2,0,2,233,No
33,6,3,2,1,2,1,3,243,Si
21,0,0,0,0,1,0,1,231,No
96,16,14,12,4.67,2,1,3,242,Si
70,5,4,4,2,2,1,2,240,Si
30,0,0,0,0,1,0,1,231,No
128,25,17,8,4.25,2,1,4,318,Si
98,0,0,0,0,1,0,1,231,No
11,3,3,3,1.5,2,0,2,233,No
40,3,3,3,1.5,2,0,2,233,No
43,0,0,0,0,1,0,1,231,No
44,0,0,0,0,1,0,1,231,No
65,0,0,0,0,1,0,1,231,No
43,0,0,0,0,1,0,1,231,No
47,0,0,0,0,1,0,1,231,No
505,70,70,70,35,2,1,2,240,Si
26,0,0,0,0,1,0,1,231,No
230,0,0,0,0,1,0,1,231,No
18,0,0,0,0,1,0,1,231,No
25,0,0,0,0,1,0,1,231,No
40,0,0,0,0,1,0,1,231,No
74,73,4,4,2,1,0,2,234,No
44,4,2,2,1,1,0,2,234,No
76,9,5,3,1.67,2,0,3,309,No
77,0,0,0,0,1,0,1,231,No
63,0,0,0,0,1,0,1,231,No
85,0,0,0,0,1,0,1,231,No
43,0,0,0,0,1,0,1,231,No
68,0,0,0,0,1,0,1,231,No
66,0,0,0,0,1,0,1,231,No
116,4,2,2,1,1,0,2,293,No
194,0,0,0,0,1,0,1,231,No
127,8,4,4,4,1,0,1,231,No
128,0,0,0,0,1,0,1,231,No
120,2,1,1,0.5,2,1,2,240,Si
188,16,10,5,2.5,2,0,4,371,No
71,8,4,4,2,1,0,2,293,No
40,0,0,0,0,1,0,1,231,No
125,143,143,143,143,1,0,1,231,No
57,84,81,78,40.5,1,0,2,293,No
45,68,67,66,33.5,1,0,2,293,No
143,161,160,159,80,2,1,2,52,Si
40,62,59,55,19.67,2,1,3,64,Si
20,36,36,36,36,1,0,1,2,No
22,39,39,39,39,1,1,1,6,Si
82,104,101,80,33.67,2,1,3,67,Si
81,6,1,1,0.5,1,0,2,65,No
79,95,95,78,47.5,1,0,2,7,No
203,11,6,6,6,1,0,1,3,No
23,2,1,1,1,1,0,1,62,No
71,4,3,3,3,1,0,1,62,No
90,4,3,3,3,1,0,1,62,No
63,3,2,2,2,1,0,1,62,No
12,3,2,2,2,1,0,1,62,No
410,45,3,3,3,1,0,1,62,No
130,2,1,1,1,1,0,1,62,No
58,6,4,4,4,1,0,1,62,No
52,25,19,15,9.5,2,1,2,67,Si
63,7,5,5,5,1,0,1,62,No
46,11,7,5,3.5,2,1,2,67,Si
103,5,4,4,4,1,0,1,62,No
81,43,19,15,9.5,2,1,2,67,Si
252,289,6,6,3,2,0,2,81,No
261,8,4,4,4,1,0,1,62,No
68,87,1,1,0.5,2,0,2,81,No
45,2,1,1,1,1,0,1,62,No
60,2,1,1,1,1,0,1,62,No
58,4,2,2,2,1,0,1,62,No
161,8,5,3,2.5,1,0,2,105,No
100,6,3,2,1.5,1,0,2,105,No
45,64,64,47,32,1,0,2,66,No
32,0,0,0,0,1,0,1,62,No
78,103,103,103,103,1,0,1,4,No
54,70,70,70,70,1,2,1,1,Si
170,207,206,205,103,2,0,2,78,No
306,370,353,334,117.67,2,0,3,84,No
68,6,3,2,1.5,2,0,2,78,No
120,4,2,2,2,1,0,1,35,No
63,13,8,5,4,2,0,2,78,No
103,11,6,6,6,1,0,1,35,No
101,133,133,133,133,1,0,1,43,No
176,210,210,210,210,1,0,1,43,No
174,190,190,190,190,1,0,1,43,No
60,8,3,3,3,1,0,1,43,No
652,19,14,14,14,1,1,1,3,Si
462,7,4,3,2,1,2,2,5,Si
185,4,2,2,2,1,1,1,3,Si
851,46,42,28,21,2,2,2,4,Si
92,2,1,1,1,1,1,1,2,Si
562,8,8,8,8,1,1,1,2,Si
1311,6,6,6,6,1,0,1,0,No
65,6,6,6,6,1,0,1,6,No
23,1,1,1,1,1,0,1,6,No
75,106,99,81,49.5,1,0,2,6,No
248,1,1,1,1,1,0,1,6,Si
177,7,7,7,7,1,0,1,6,No
101,7,6,6,6,1,0,1,6,No
175,56,52,50,26,1,0,2,10,No
381,2,1,1,1,1,1,1,1,Si
111,59,45,45,45,1,0,1,2,No
71,6,3,3,3,1,0,1,2,No
128,144,144,144,144,1,0,1,2,No
234,42,41,41,41,1,0,1,0,No
385,19,16,16,16,1,0,1,1,No
58,26,26,26,26,1,0,1,1,No
35,20,17,17,17,1,0,1,4,No
44,22,18,18,18,1,0,1,4,No
71,10,8,8,8,1,0,1,4,No
52,5,5,5,5,1,0,1,4,No
37,61,61,61,61,1,0,1,3,No
82,98,98,98,98,1,0,1,3,No
45,61,61,61,61,1,0,1,3,No
152,32,32,32,32,1,0,1,3,No
57,2,1,1,1,1,0,1,2,No
45,2,1,1,1,1,0,1,2,No
45,2,1,1,1,1,0,1,2,No
531,1,1,1,1,1,1,1,1,Si
189,12,12,12,12,1,1,1,1,Si
136,23,11,5,3.67,2,0,3,13,No
385,455,294,208,98,2,1,3,18,Si
123,105,83,83,83,1,0,1,3,No
84,2,2,2,2,1,0,1,3,No
193,14,11,10,5.5,1,1,2,2,Si
568,6,6,6,6,1,1,1,1,Si
384,38,35,35,35,1,1,1,1,Si
265,17,17,17,17,1,1,1,1,Si
107,38,22,22,22,1,0,1,4,No
117,134,134,134,134,1,0,1,4,No
74,90,90,90,90,1,0,1,4,No
40,11,3,3,3,1,0,1,4,No
160,24,16,13,8,1,0,2,9,No
537,488,378,361,126,1,2,3,21,Si
74,24,20,15,10,1,1,2,16,Si
63,4,2,2,2,1,1,1,6,Si
143,78,59,31,19.67,1,2,3,21,Si
249,46,46,46,46,1,1,1,6,Si
59,1,1,1,1,1,1,1,6,Si
151,1,1,1,1,1,1,1,6,Si
144,162,162,162,162,1,0,1,10,No
18,39,39,39,39,1,0,1,10,No
240,17,8,8,8,1,0,1,10,No
91,45,41,40,20.5,1,1,2,15,Si
29,47,47,47,47,1,0,1,10,No
529,547,547,345,273.5,1,1,2,15,Si
669,19,18,13,9,1,0,2,3,No
315,57,57,29,28.5,1,0,2,3,No
68,2,1,1,1,1,0,1,0,No
1336,25,25,21,12.5,1,0,2,4,No
344,2,1,1,1,1,0,1,2,No
857,6,6,6,6,1,0,1,2,No
75,3,1,1,1,1,1,1,5,Si
100,32,29,29,29,1,0,1,5,No
75,2,1,1,1,1,0,1,5,No
156,66,53,53,53,1,0,1,5,No
111,127,127,127,127,1,0,1,5,No
40,2,1,1,1,1,0,1,5,No
66,51,21,21,21,1,0,1,0,No
466,4,4,4,4,1,0,1,1,No
138,156,156,156,156,1,0,1,1,No
94,15,10,10,10,1,0,1,1,No
1392,169,128,77,64,1,0,2,0,No
112,3,2,2,2,1,0,1,0,No
568,172,165,139,82.5,1,0,2,40,No
113,80,74,74,74,1,0,1,4,No
263,275,271,235,135.5,1,0,2,40,No
7,11,11,11,11,1,0,1,4,No
116,134,134,134,134,1,0,1,4,No
28,5,5,5,5,1,0,1,36,No
30,47,47,47,47,1,0,1,36,No
13,30,30,30,30,1,0,1,36,No
198,215,215,215,215,1,0,1,36,No
818,149,149,149,149,1,0,1,36,No
348,37,2,2,2,1,0,1,36,No
243,260,260,260,260,1,0,1,36,No
457,2,1,1,1,1,0,1,36,No
121,2,1,1,1,1,0,1,36,No
240,49,48,48,48,1,0,1,36,No
44,50,0,0,0,1,0,1,36,No
105,124,124,124,124,1,0,1,36,No
42,16,16,16,16,1,0,1,36,No
15,5,5,5,5,1,0,1,36,No
34,53,53,53,53,1,0,1,36,No
115,25,13,13,13,1,0,1,36,No
74,76,76,76,76,1,0,1,36,No
72,90,90,90,90,1,0,1,36,No
244,16,7,7,7,1,0,1,36,No
72,10,3,3,3,1,0,1,36,No
314,14,5,5,5,1,0,1,36,Si
662,401,401,401,401,1,0,1,36,No
85,102,102,102,102,1,0,1,36,No
124,15,8,8,8,1,0,1,36,No
528,15,7,7,7,1,0,1,36,No
85,9,5,5,5,1,0,1,36,No
423,59,30,30,30,1,0,1,36,No
165,24,12,12,12,1,0,1,36,No
208,90,45,45,45,1,0,1,36,No
263,140,70,70,70,1,0,1,36,No
66,8,3,3,3,1,0,1,36,No
39,7,3,3,3,1,0,1,36,No
55,73,73,73,73,1,0,1,36,No
129,147,147,147,147,1,0,1,36,No
505,2,1,1,1,1,0,1,36,No
547,10,10,10,10,1,1,1,1,Si
325,11,11,11,11,1,1,1,1,Si
