Dataset; #Training; %Training; %DefectTraining; %DefectTesting; Classifier; Balancing; FeatureSelection; TP; FP; TN; FN; Precision; Recall; ROC Area; Kappa
AVRO;6;0.9158316633266533;0.2713347921225383;0.11904761904761904;RandomForest;SMOTE;No;64.0;9.0;1.0;10.0;0.8767123287671232;0.8648648648648649;0.5804054054054054;-0.03367875647668389
AVRO;6;0.9158316633266533;0.2713347921225383;0.11904761904761904;NaiveBayes;SMOTE;No;101.0;14.0;1.0;10.0;0.8782608695652174;0.9099099099099099;0.6567567567567567;-0.026476578411405053
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;IBK;NO SAMPLING;Yes;102.0;0.0;37.0;7.0;1.0;0.9357798165137615;0.9761963798661046;0.8807467911318554
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;RandomForest;NO SAMPLING;Yes;204.0;0.0;74.0;14.0;1.0;0.9357798165137615;0.9940490949665262;0.8807467911318554
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;NaiveBayes;NO SAMPLING;Yes;312.0;0.0;111.0;15.0;1.0;0.9541284403669725;0.9923960657905612;0.9133633990030856
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;IBK;OVERSAMPLING;Yes;98.0;0.0;37.0;11.0;1.0;0.8990825688073395;0.9807835358294074;0.8186949650033869
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;RandomForest;OVERSAMPLING;Yes;195.0;0.0;74.0;23.0;1.0;0.8944954128440367;0.9883151500123977;0.8112210478974591
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;NaiveBayes;OVERSAMPLING;Yes;303.0;0.0;111.0;24.0;1.0;0.926605504587156;0.9874507535057994;0.864846100439713
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;IBK;UNDERSAMPLING;Yes;87.0;0.0;37.0;22.0;1.0;0.7981651376146789;0.9444582196875775;0.6671502590673574
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;RandomForest;UNDERSAMPLING;Yes;177.0;0.0;74.0;41.0;1.0;0.8119266055045872;0.9861145549218944;0.686334101865437
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;NaiveBayes;UNDERSAMPLING;Yes;285.0;0.0;111.0;42.0;1.0;0.8715596330275229;0.9895859161914208;0.7747410182940268
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;IBK;SMOTE;Yes;102.0;0.0;37.0;7.0;1.0;0.9357798165137615;0.973964790478552;0.8807467911318554
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;RandomForest;SMOTE;Yes;204.0;0.0;74.0;14.0;1.0;0.9357798165137615;0.993491197619638;0.8807467911318554
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;NaiveBayes;SMOTE;Yes;313.0;0.0;111.0;14.0;1.0;0.9571865443425076;0.9971071989420613;0.91890819646116
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;IBK;NO SAMPLING;No;103.0;0.0;37.0;6.0;1.0;0.944954128440367;0.9724770642201835;0.8969169216286184
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;RandomForest;NO SAMPLING;No;212.0;0.0;74.0;6.0;1.0;0.9724770642201835;0.9823332506818745;0.9471142236174838
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;NaiveBayes;NO SAMPLING;No;320.0;0.0;111.0;7.0;1.0;0.9785932721712538;0.9876849326390611;0.9586268318354788
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;IBK;OVERSAMPLING;No;101.0;0.0;37.0;8.0;1.0;0.926605504587156;0.9866104636746839;0.864846100439713
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;RandomForest;OVERSAMPLING;No;206.0;0.0;74.0;12.0;1.0;0.944954128440367;0.9857426233573022;0.8969169216286184
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;NaiveBayes;OVERSAMPLING;No;313.0;0.0;111.0;14.0;1.0;0.9571865443425076;0.9875471802077307;0.91890819646116
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;IBK;UNDERSAMPLING;No;99.0;0.0;37.0;10.0;1.0;0.908256880733945;0.9541284403669725;0.833826542226269
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;RandomForest;UNDERSAMPLING;No;199.0;0.0;74.0;19.0;1.0;0.9128440366972477;0.9711753037441111;0.8414857142857142
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;NaiveBayes;UNDERSAMPLING;No;305.0;0.0;111.0;22.0;1.0;0.9327217125382263;0.9805493566961457;0.8754169575672949
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;IBK;SMOTE;No;103.0;0.0;37.0;6.0;1.0;0.944954128440367;0.9724770642201835;0.8969169216286184
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;RandomForest;SMOTE;No;212.0;0.0;74.0;6.0;1.0;0.9724770642201835;0.9856806347632036;0.9471142236174838
AVRO;7;0.7736434108527132;0.25851703406813625;0.2534246575342466;NaiveBayes;SMOTE;No;319.0;0.0;111.0;8.0;1.0;0.9755351681957186;0.9936358376725349;0.9528537983369662
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;IBK;NO SAMPLING;Yes;19.0;2.0;3.0;3.0;0.9047619047619048;0.8636363636363636;0.8545454545454545;0.43037974683544283
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;RandomForest;NO SAMPLING;Yes;41.0;4.0;6.0;3.0;0.9111111111111111;0.9318181818181818;0.8227272727272728;0.553191489361702
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;NaiveBayes;NO SAMPLING;Yes;62.0;5.0;10.0;4.0;0.9253731343283582;0.9393939393939394;0.8085858585858586;0.6220839813374803
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;IBK;OVERSAMPLING;Yes;18.0;2.0;3.0;4.0;0.9;0.8181818181818182;0.8409090909090909;0.36220472440944884
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;RandomForest;OVERSAMPLING;Yes;36.0;4.0;6.0;8.0;0.9;0.8181818181818182;0.8670454545454546;0.36220472440944884
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;NaiveBayes;OVERSAMPLING;Yes;57.0;5.0;10.0;9.0;0.9193548387096774;0.8636363636363636;0.8469696969696969;0.48076923076923084
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;IBK;UNDERSAMPLING;Yes;18.0;2.0;3.0;4.0;0.9;0.8181818181818182;0.7545454545454545;0.36220472440944884
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;RandomForest;UNDERSAMPLING;Yes;36.0;4.0;6.0;8.0;0.9;0.8181818181818182;0.8011363636363636;0.36220472440944884
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;NaiveBayes;UNDERSAMPLING;Yes;57.0;5.0;10.0;9.0;0.9193548387096774;0.8636363636363636;0.7888888888888889;0.48076923076923084
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;IBK;SMOTE;Yes;19.0;2.0;3.0;3.0;0.9047619047619048;0.8636363636363636;0.8545454545454545;0.43037974683544283
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;RandomForest;SMOTE;Yes;41.0;4.0;6.0;3.0;0.9111111111111111;0.9318181818181818;0.8147727272727273;0.553191489361702
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;NaiveBayes;SMOTE;Yes;63.0;5.0;10.0;3.0;0.9264705882352942;0.9545454545454546;0.8232323232323232;0.6549520766773164
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;IBK;NO SAMPLING;No;22.0;3.0;2.0;0.0;0.88;1.0;0.7;0.5207100591715974
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;RandomForest;NO SAMPLING;No;43.0;5.0;5.0;1.0;0.8958333333333334;0.9772727272727273;0.7863636363636364;0.5645161290322578
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;NaiveBayes;NO SAMPLING;No;64.0;6.0;9.0;2.0;0.9142857142857143;0.9696969696969697;0.8111111111111111;0.6351351351351352
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;IBK;OVERSAMPLING;No;22.0;2.0;3.0;0.0;0.9166666666666666;1.0;0.7454545454545455;0.7096774193548386
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;RandomForest;OVERSAMPLING;No;40.0;4.0;6.0;4.0;0.9090909090909091;0.9090909090909091;0.8102272727272727;0.5090909090909091
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;NaiveBayes;OVERSAMPLING;No;61.0;5.0;10.0;5.0;0.9242424242424242;0.9242424242424242;0.8338383838383838;0.5909090909090909
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;IBK;UNDERSAMPLING;No;21.0;2.0;3.0;1.0;0.9130434782608695;0.9545454545454546;0.7772727272727272;0.6009852216748767
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;RandomForest;UNDERSAMPLING;No;42.0;4.0;6.0;2.0;0.9130434782608695;0.9545454545454546;0.8102272727272727;0.6009852216748767
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;NaiveBayes;UNDERSAMPLING;No;63.0;5.0;10.0;3.0;0.9264705882352942;0.9545454545454546;0.8409090909090909;0.6549520766773164
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;IBK;SMOTE;No;22.0;3.0;2.0;0.0;0.88;1.0;0.7;0.5207100591715974
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;RandomForest;SMOTE;No;43.0;5.0;5.0;1.0;0.8958333333333334;0.9772727272727273;0.7636363636363637;0.5645161290322578
AVRO;8;0.9598214285714286;0.25736434108527134;0.18518518518518517;NaiveBayes;SMOTE;No;65.0;6.0;9.0;1.0;0.9154929577464789;0.9848484848484849;0.8131313131313131;0.6713043478260867
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;IBK;NO SAMPLING;Yes;250.0;4.0;57.0;21.0;0.984251968503937;0.922509225092251;0.9379952815921602;0.7734221445730507
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;RandomForest;NO SAMPLING;Yes;509.0;9.0;113.0;33.0;0.9826254826254827;0.9391143911439115;0.9692396104288912;0.8040582316901804
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;NaiveBayes;NO SAMPLING;Yes;767.0;12.0;171.0;46.0;0.9845956354300385;0.9434194341943419;0.9664166313794286;0.8188966010195062
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;IBK;OVERSAMPLING;Yes;244.0;4.0;57.0;27.0;0.9838709677419355;0.9003690036900369;0.927620833585385;0.7283859389844821
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;RandomForest;OVERSAMPLING;Yes;495.0;8.0;114.0;47.0;0.9840954274353877;0.9132841328413284;0.9636818704252617;0.7542858680733104
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;NaiveBayes;OVERSAMPLING;Yes;746.0;10.0;173.0;67.0;0.9867724867724867;0.9175891758917589;0.9614696966641798;0.7700169131670805
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;IBK;UNDERSAMPLING;Yes;222.0;4.0;57.0;49.0;0.9823008849557522;0.8191881918819188;0.8774121347770855;0.5860933383515243
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;RandomForest;UNDERSAMPLING;Yes;463.0;8.0;114.0;79.0;0.9830148619957537;0.8542435424354243;0.942751497187103;0.6435570254461092
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;NaiveBayes;UNDERSAMPLING;Yes;714.0;10.0;173.0;99.0;0.9861878453038674;0.8782287822878229;0.9569394874276612;0.6929994231226033
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;IBK;SMOTE;Yes;248.0;4.0;57.0;23.0;0.9841269841269841;0.915129151291513;0.9343052446917912;0.7580697398251106
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;RandomForest;SMOTE;Yes;505.0;9.0;113.0;37.0;0.9824902723735408;0.9317343173431735;0.9664040287943862;0.7879006721848787
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;NaiveBayes;SMOTE;Yes;774.0;14.0;169.0;39.0;0.9822335025380711;0.9520295202952029;0.97326571626372;0.8315140373051438
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;IBK;NO SAMPLING;No;266.0;6.0;55.0;5.0;0.9779411764705882;0.981549815498155;0.9482487447825297;0.8888347741385609
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;RandomForest;NO SAMPLING;No;530.0;11.0;111.0;12.0;0.9796672828096118;0.977859778597786;0.9543433549089589;0.8848855790394067
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;NaiveBayes;NO SAMPLING;No;778.0;12.0;171.0;35.0;0.9848101265822785;0.956949569495695;0.9619704393765249;0.8499846177511151
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;IBK;OVERSAMPLING;No;258.0;4.0;57.0;13.0;0.9847328244274809;0.9520295202952029;0.9343959833040953;0.8385214007782102
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;RandomForest;OVERSAMPLING;No;488.0;7.0;115.0;54.0;0.9858585858585859;0.9003690036900369;0.9536854999697538;0.7335052767323735
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;NaiveBayes;OVERSAMPLING;No;742.0;10.0;173.0;71.0;0.9867021276595744;0.9126691266912669;0.9614696966641798;0.759884281581485
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;IBK;UNDERSAMPLING;No;248.0;4.0;57.0;23.0;0.9841269841269841;0.915129151291513;0.9323997338334039;0.7580697398251106
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;RandomForest;UNDERSAMPLING;No;432.0;6.0;116.0;110.0;0.9863013698630136;0.7970479704797048;0.9444150384126793;0.5621845300350145
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;NaiveBayes;UNDERSAMPLING;No;646.0;7.0;176.0;167.0;0.9892802450229708;0.7945879458794588;0.9574301480719726;0.564954136731282
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;IBK;SMOTE;No;263.0;5.0;56.0;8.0;0.9813432835820896;0.9704797047970479;0.9485512068235437;0.8718983735011278
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;RandomForest;SMOTE;No;526.0;10.0;112.0;16.0;0.9813432835820896;0.9704797047970479;0.9565362047063094;0.8718983735011278
AVRO;9;0.6693227091633466;0.2544642857142857;0.18373493975903615;NaiveBayes;SMOTE;No;782.0;12.0;171.0;31.0;0.9848866498740554;0.9618696186961869;0.9655865411113127;0.8616344886407692
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;IBK;NO SAMPLING;Yes;23.0;1.0;9.0;1.0;0.9583333333333334;0.9583333333333334;0.9333333333333333;0.8583333333333333
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;RandomForest;NO SAMPLING;Yes;45.0;2.0;18.0;3.0;0.9574468085106383;0.9375;0.9333333333333333;0.8254620123203286
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;NaiveBayes;NO SAMPLING;Yes;68.0;3.0;27.0;4.0;0.9577464788732394;0.9444444444444444;0.9351851851851852;0.8363136176066025
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;IBK;OVERSAMPLING;Yes;23.0;1.0;9.0;1.0;0.9583333333333334;0.9583333333333334;0.9083333333333333;0.8583333333333333
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;RandomForest;OVERSAMPLING;Yes;46.0;2.0;18.0;2.0;0.9583333333333334;0.9583333333333334;0.9192708333333334;0.8583333333333333
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;NaiveBayes;OVERSAMPLING;Yes;69.0;3.0;27.0;3.0;0.9583333333333334;0.9583333333333334;0.9280092592592593;0.8583333333333333
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;IBK;UNDERSAMPLING;Yes;20.0;1.0;9.0;4.0;0.9523809523809523;0.8333333333333334;0.875;0.6743295019157087
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;RandomForest;UNDERSAMPLING;Yes;39.0;2.0;18.0;9.0;0.9512195121951219;0.8125;0.896875;0.6465028355387524
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;NaiveBayes;UNDERSAMPLING;Yes;62.0;3.0;27.0;10.0;0.9538461538461539;0.8611111111111112;0.913425925925926;0.7126137841352406
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;IBK;SMOTE;Yes;23.0;1.0;9.0;1.0;0.9583333333333334;0.9583333333333334;0.9333333333333333;0.8583333333333333
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;RandomForest;SMOTE;Yes;45.0;2.0;18.0;3.0;0.9574468085106383;0.9375;0.9333333333333333;0.8254620123203286
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;NaiveBayes;SMOTE;Yes;68.0;3.0;27.0;4.0;0.9577464788732394;0.9444444444444444;0.9388888888888889;0.8363136176066025
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;IBK;NO SAMPLING;No;20.0;1.0;9.0;4.0;0.9523809523809523;0.8333333333333334;0.8666666666666667;0.6743295019157087
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;RandomForest;NO SAMPLING;No;42.0;2.0;18.0;6.0;0.9545454545454546;0.875;0.8885416666666667;0.732283464566929
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;NaiveBayes;NO SAMPLING;No;65.0;3.0;27.0;7.0;0.9558823529411765;0.9027777777777778;0.9064814814814814;0.7727272727272728
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;IBK;OVERSAMPLING;No;20.0;1.0;9.0;4.0;0.9523809523809523;0.8333333333333334;0.8729166666666667;0.6743295019157087
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;RandomForest;OVERSAMPLING;No;42.0;2.0;18.0;6.0;0.9545454545454546;0.875;0.9125;0.732283464566929
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;NaiveBayes;OVERSAMPLING;No;65.0;3.0;27.0;7.0;0.9558823529411765;0.9027777777777778;0.9157407407407407;0.7727272727272728
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;IBK;UNDERSAMPLING;No;18.0;1.0;9.0;6.0;0.9473684210526315;0.75;0.825;0.5672727272727272
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;RandomForest;UNDERSAMPLING;No;41.0;2.0;18.0;7.0;0.9534883720930233;0.8541666666666666;0.9078125;0.7029126213592234
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;NaiveBayes;UNDERSAMPLING;No;63.0;3.0;27.0;9.0;0.9545454545454546;0.875;0.9229166666666667;0.732283464566929
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;IBK;SMOTE;No;20.0;1.0;9.0;4.0;0.9523809523809523;0.8333333333333334;0.8666666666666667;0.6743295019157087
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;RandomForest;SMOTE;No;42.0;2.0;18.0;6.0;0.9545454545454546;0.875;0.9223958333333333;0.732283464566929
AVRO;10;0.9672447013487476;0.23107569721115537;0.29411764705882354;NaiveBayes;SMOTE;No;65.0;3.0;27.0;7.0;0.9558823529411765;0.9027777777777778;0.9400462962962963;0.7727272727272728
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;IBK;NO SAMPLING;Yes;24.0;0.0;15.0;3.0;1.0;0.8888888888888888;0.9481481481481482;0.851063829787234
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;RandomForest;NO SAMPLING;Yes;49.0;0.0;30.0;5.0;1.0;0.9074074074074074;0.987037037037037;0.875
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;NaiveBayes;NO SAMPLING;Yes;73.0;0.0;45.0;8.0;1.0;0.9012345679012346;0.974485596707819;0.8669833729216152
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;IBK;OVERSAMPLING;Yes;25.0;0.0;15.0;2.0;1.0;0.9259259259259259;0.9555555555555556;0.8992805755395682
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;RandomForest;OVERSAMPLING;Yes;50.0;0.0;30.0;4.0;1.0;0.9259259259259259;0.9864197530864197;0.8992805755395682
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;NaiveBayes;OVERSAMPLING;Yes;73.0;0.0;45.0;8.0;1.0;0.9012345679012346;0.9689986282578875;0.8669833729216152
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;IBK;UNDERSAMPLING;Yes;22.0;0.0;15.0;5.0;1.0;0.8148148148148148;0.9135802469135802;0.7586206896551724
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;RandomForest;UNDERSAMPLING;Yes;45.0;0.0;30.0;9.0;1.0;0.8333333333333334;0.9691358024691358;0.7812500000000001
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;NaiveBayes;UNDERSAMPLING;Yes;68.0;0.0;45.0;13.0;1.0;0.8395061728395061;0.9574759945130316;0.788863109048724
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;IBK;SMOTE;Yes;24.0;0.0;15.0;3.0;1.0;0.8888888888888888;0.9481481481481482;0.851063829787234
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;RandomForest;SMOTE;Yes;49.0;0.0;30.0;5.0;1.0;0.9074074074074074;0.9851851851851852;0.875
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;NaiveBayes;SMOTE;Yes;74.0;0.0;45.0;7.0;1.0;0.9135802469135802;0.9890260631001372;0.8830548926014319
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;IBK;NO SAMPLING;No;23.0;1.0;14.0;4.0;0.9583333333333334;0.8518518518518519;0.8938271604938272;0.75177304964539
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;RandomForest;NO SAMPLING;No;48.0;1.0;29.0;6.0;0.9795918367346939;0.8888888888888888;0.932716049382716;0.825
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;NaiveBayes;NO SAMPLING;No;72.0;2.0;43.0;9.0;0.972972972972973;0.8888888888888888;0.9134430727023319;0.8162291169451074
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;IBK;OVERSAMPLING;No;22.0;1.0;14.0;5.0;0.9565217391304348;0.8148148148148148;0.854320987654321;0.7062937062937061
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;RandomForest;OVERSAMPLING;No;47.0;1.0;29.0;7.0;0.9791666666666666;0.8703703703703703;0.9191358024691358;0.8014184397163121
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;NaiveBayes;OVERSAMPLING;No;69.0;2.0;43.0;12.0;0.971830985915493;0.8518518518518519;0.9035665294924554;0.7694117647058822
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;IBK;UNDERSAMPLING;No;22.0;2.0;13.0;5.0;0.9166666666666666;0.8148148148148148;0.8407407407407408;0.6524822695035462
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;RandomForest;UNDERSAMPLING;No;46.0;2.0;28.0;8.0;0.9583333333333334;0.8518518518518519;0.9123456790123456;0.75177304964539
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;NaiveBayes;UNDERSAMPLING;No;69.0;3.0;42.0;12.0;0.9583333333333334;0.8518518518518519;0.8989026063100137;0.75177304964539
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;IBK;SMOTE;No;23.0;1.0;14.0;4.0;0.9583333333333334;0.8518518518518519;0.8938271604938272;0.75177304964539
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;RandomForest;SMOTE;No;50.0;1.0;29.0;4.0;0.9803921568627451;0.9259259259259259;0.9407407407407408;0.8731884057971014
AVRO;11;0.9611111111111111;0.23314065510597304;0.35714285714285715;NaiveBayes;SMOTE;No;74.0;1.0;44.0;7.0;0.9866666666666667;0.9135802469135802;0.959122085048011;0.8657074340527577
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;IBK;NO SAMPLING;Yes;39.0;0.0;1.0;2.0;1.0;0.9512195121951219;0.975609756097561;0.48148148148148084
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;RandomForest;NO SAMPLING;Yes;79.0;1.0;1.0;3.0;0.9875;0.9634146341463414;0.9695121951219512;0.3114754098360652
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;NaiveBayes;NO SAMPLING;Yes;116.0;2.0;1.0;7.0;0.9830508474576272;0.943089430894309;0.907859078590786;0.15246636771300492
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;IBK;OVERSAMPLING;Yes;38.0;0.0;1.0;3.0;1.0;0.926829268292683;0.975609756097561;0.3762376237623768
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;RandomForest;OVERSAMPLING;Yes;77.0;1.0;1.0;5.0;0.9871794871794872;0.9390243902439024;0.9237804878048781;0.2222222222222225
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;NaiveBayes;OVERSAMPLING;Yes;111.0;2.0;1.0;12.0;0.9823008849557522;0.9024390243902439;0.8902439024390244;0.089783281733746
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;IBK;UNDERSAMPLING;Yes;37.0;0.0;1.0;4.0;1.0;0.9024390243902439;0.9512195121951219;0.3057851239669422
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;RandomForest;UNDERSAMPLING;Yes;73.0;1.0;1.0;9.0;0.9864864864864865;0.8902439024390244;0.9085365853658537;0.13223140495867755
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;NaiveBayes;UNDERSAMPLING;Yes;106.0;2.0;1.0;17.0;0.9814814814814815;0.8617886178861789;0.8644986449864499;0.056737588652481886
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;IBK;SMOTE;Yes;39.0;0.0;1.0;2.0;1.0;0.9512195121951219;0.975609756097561;0.48148148148148084
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;RandomForest;SMOTE;Yes;79.0;1.0;1.0;3.0;0.9875;0.9634146341463414;0.9634146341463414;0.3114754098360652
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;NaiveBayes;SMOTE;Yes;118.0;2.0;1.0;5.0;0.9833333333333333;0.959349593495935;0.9051490514905149;0.19672131147540994
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;IBK;NO SAMPLING;No;38.0;0.0;1.0;3.0;1.0;0.926829268292683;0.9634146341463414;0.3762376237623768
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;RandomForest;NO SAMPLING;No;79.0;1.0;1.0;3.0;0.9875;0.9634146341463414;0.9085365853658537;0.3114754098360652
AVRO;12;0.9625668449197861;0.23796296296296296;0.023809523809523808;NaiveBayes;NO SAMPLING;No;119.0;2.0;1.0;4.0;0.9834710743801653;0.967479674796748;0.8834688346883469;0.2269938650306733
