Release; File; Size; LocTouched; LocAdded; MaxLocAdded; AvgLocAdded; Nauth; Nfix; Nr; ChgSetSize; Buggy
1;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java;27;52;50;48;25;2;0;2;233;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java;44;62;61;60;30.5;2;0;2;376;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java;47;82;76;70;25.33;2;0;3;403;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java;167;221;202;180;50.5;2;0;4;495;Si
1;hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java;37;53;53;53;53;1;0;1;206;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java;436;492;472;450;118;2;0;4;468;Si
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java;23;39;39;39;39;1;0;1;206;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java;62;86;82;78;41;2;0;2;376;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java;48;66;65;64;32.5;2;0;2;376;Si
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java;15;33;32;31;16;2;0;2;376;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java;38;65;61;57;30.5;2;0;2;376;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java;86;118;111;104;55.5;2;0;2;376;Si
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java;16;32;32;32;32;1;0;1;206;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java;211;331;279;226;93;2;0;3;468;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java;181;219;208;187;52;3;1;4;470;Si
1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java;51;87;81;75;40.5;2;1;2;376;Si
1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java;12;28;28;28;28;1;0;1;206;No
1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java;36;56;54;52;27;2;1;2;376;Si
1;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java;410;583;506;428;168.67;2;1;3;468;Si
1;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java;87;164;134;104;67;2;0;2;376;No
1;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java;19;35;35;35;35;1;0;1;206;No
1;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java;82;100;99;98;49.5;2;0;2;376;No
1;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java;63;109;94;78;31.33;2;0;3;468;Si
1;hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java;42;62;60;57;30;2;0;2;376;No
1;hedwig-server/src/test/java/org/apache/hedwig/ServerControl.java;221;812;406;231;101.5;3;0;4;385;No
1;hedwig-server/src/test/java/org/apache/hedwig/ServerControlDaemon.java;155;578;289;171;72.25;3;0;4;385;No
1;hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java;35;51;51;51;51;1;0;1;206;No
1;hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java;41;57;57;57;57;1;0;1;206;No
1;hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java;214;270;250;230;83.33;2;0;3;403;Si
1;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java;114;142;138;133;46;2;0;3;468;Si
1;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java;201;238;230;221;57.5;2;0;4;495;Si
1;hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java;44;66;64;61;32;2;0;2;298;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java;49;71;68;65;34;2;0;2;376;Si
1;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java;100;116;116;116;116;1;0;1;206;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java;150;188;177;166;88.5;2;0;2;376;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java;677;769;731;692;243.67;2;0;3;403;Si
1;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java;77;109;101;93;33.67;2;0;3;403;Si
1;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java;244;292;276;260;92;2;0;3;403;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java;154;170;170;170;170;1;0;1;206;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java;132;204;186;126;23.25;3;1;8;533;Si
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java;96;116;114;112;57;2;0;2;376;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java;32;62;55;48;27.5;2;0;2;376;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java;60;82;79;76;39.5;2;0;2;376;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java;113;133;131;129;65.5;2;1;2;376;Si
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java;37;53;53;53;53;1;0;1;206;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java;290;316;311;305;103.67;2;0;3;468;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java;38;54;54;54;54;1;0;1;206;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java;252;286;277;268;138.5;2;0;2;376;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java;36;54;53;52;26.5;2;0;2;376;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestZkSubscriptionManager.java;190;240;223;206;111.5;2;0;2;376;No
1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java;48;68;66;64;33;2;1;2;376;Si
1;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java;299;323;319;311;79.75;3;2;4;469;Si
1;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java;31;47;47;47;47;1;0;1;206;No
1;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java;73;94;93;92;46.5;2;0;2;376;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;1004;921;701;275;50.07;3;5;14;433;Si
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;73;69;40;29;13.33;3;0;3;251;Si
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;156;42;27;12;6.75;2;1;4;228;Si
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;446;308;146;64;16.22;3;4;9;391;Si
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;169;92;86;76;17.2;3;1;5;327;Si
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;528;155;85;42;12.14;3;0;7;390;Si
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;126;54;35;15;7;3;0;5;381;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java;135;20;13;12;4.33;3;0;3;263;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/MarkerFileChannel.java;125;0;0;0;0;1;0;1;55;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java;122;261;136;113;27.2;3;0;5;251;No
1;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java;249;40;31;12;7.75;3;1;4;257;Si
