Release; File; Size; LocTouched; LocAdded; MaxLocAdded; AvgLocAdded; Nauth; Nfix; Nr; ChgSetSize; Buggy
3;src/java/org/apache/avro/specific/SpecificRequestor.java;63;2;1;1;1;1;0;1;24;No
3;src/java/org/apache/avro/specific/SpecificResponder.java;23;2;1;1;1;1;0;1;24;No
3;src/test/java/org/apache/avro/TestCompare.java;209;25;14;14;14;1;0;1;24;No
3;src/test/java/org/apache/avro/TestDataFile.java;125;4;2;2;2;1;0;1;24;No
3;src/test/java/org/apache/avro/TestNamespaceReflect.java;23;39;39;39;39;1;0;1;24;No
3;src/test/java/org/apache/avro/TestNamespaceSpecific.java;82;98;98;98;98;1;0;1;24;No
3;src/test/java/org/apache/avro/TestProtocolGeneric.java;176;4;2;2;2;1;0;1;24;No
3;src/test/java/org/apache/avro/TestReflect.java;128;19;4;4;4;1;0;1;24;Si
3;src/java/org/apache/avro/ipc/HttpTransceiver.java;100;122;120;116;40;1;0;3;6;No
3;src/test/java/org/apache/avro/TestBulkData.java;94;110;110;110;110;1;0;1;2;No
3;src/test/java/org/apache/avro/TestFsData.java;123;139;0;0;0;1;0;1;2;No
3;src/java/org/apache/avro/ipc/HttpServer.java;42;111;85;76;42.5;1;0;2;4;No
3;src/test/java/org/apache/avro/TestProtocolHttp.java;25;41;41;41;41;1;0;1;2;No
3;src/java/org/apache/avro/file/DataFileConstants.java;20;38;38;38;38;1;1;1;2;Si
3;src/java/org/apache/avro/file/DataFileReader.java;208;30;19;19;19;1;1;1;2;Si
3;src/java/org/apache/avro/file/DataFileWriter.java;176;25;9;9;9;1;1;1;2;Si
3;src/java/org/apache/avro/AvroRuntimeException.java;8;1;1;1;1;1;0;1;2;No
3;src/java/org/apache/avro/SchemaParseException.java;8;1;1;1;1;1;0;1;2;No
3;src/java/org/apache/avro/ipc/ResponderServlet.java;38;56;56;56;56;1;0;1;2;No
4;src/java/org/apache/avro/Schema.java;879;418;278;111;23.17;2;3;12;50;Si
4;src/java/org/apache/avro/file/DataFileReader.java;130;214;68;45;22.67;1;0;3;35;No
4;src/java/org/apache/avro/generic/GenericRequestor.java;38;8;3;3;1.5;1;0;2;38;No
4;src/java/org/apache/avro/io/BlockingBinaryEncoder.java;596;9;0;0;0;1;0;1;23;No
4;src/java/org/apache/avro/ipc/HttpTransceiver.java;94;6;0;0;0;1;0;1;23;No
4;src/test/java/org/apache/avro/BarRecord.java;35;8;3;2;1.5;1;0;2;36;No
4;src/test/java/org/apache/avro/FooRecord.java;31;2;1;1;1;1;0;1;23;No
4;src/test/java/org/apache/avro/GenerateBlockingData.java;62;4;2;2;2;1;0;1;23;No
4;src/test/java/org/apache/avro/RandomData.java;124;20;11;9;5.5;1;0;2;32;No
4;src/test/java/org/apache/avro/TestBulkData.java;99;13;9;9;9;1;0;1;23;No
4;src/test/java/org/apache/avro/TestCompare.java;224;45;30;21;10;1;1;3;42;Si
4;src/test/java/org/apache/avro/TestDataFile.java;186;115;88;40;17.6;1;1;5;55;Si
4;src/test/java/org/apache/avro/TestDataFileReflect.java;169;131;41;21;10.25;1;0;4;60;No
4;src/test/java/org/apache/avro/TestNamespaceSpecific.java;75;9;1;1;1;1;0;1;23;No
4;src/test/java/org/apache/avro/TestProtocolGeneric.java;181;14;9;5;3;1;0;3;37;No
4;src/test/java/org/apache/avro/TestProtocolHttp.java;24;1;0;0;0;1;0;1;23;No
4;src/test/java/org/apache/avro/TestProtocolSpecific.java;159;10;5;5;5;1;0;1;23;No
4;src/test/java/org/apache/avro/TestReflect.java;402;376;325;147;29.55;1;4;11;79;Si
4;src/test/java/org/apache/avro/TestSchema.java;379;160;149;38;16.56;2;1;9;42;Si
4;src/test/java/org/apache/avro/io/TestBinaryDecoder.java;62;18;9;9;9;1;0;1;23;No
